HOTELCODE,ACCOUNTCODE,CREATEDDATE,CHECKINDATE,CHECKOUTDATE,CANCELLATIONDATE,LASTMODIFIED,BOOKINGSTATUS,BOOKINGREFERENCE,ROOMNIGHTS,PRICE,COST,CURRENCY
CAO111500,AEU003,11/10/2014,15/05/2015,17/05/2015,26/11/2014,21/07/2016 09:26,Cancelled,E02655660,2,476.02,435.92,EUR
CAF489000,GTP001,13/11/2014,15/05/2015,17/05/2015,26/11/2014,21/07/2016 09:26,Cancelled,E02780577,2,321.04,294,EUR
CAF489100,DSB001,26/11/2014,03/01/2015,06/01/2015,26/11/2014,21/07/2016 09:26,Cancelled,E02835064,3,107.12,93.6,EUR
CAF489200,PTI005,18/05/2014,01/03/2015,05/03/2015,27/11/2014,21/07/2016 09:26,Cancelled,E02107634,8,2587.2,2240,EUR
CAF489100,QVU001,26/11/2014,05/02/2015,08/02/2015,27/11/2014,21/07/2016 09:26,Cancelled,E02833382,3,157.67,145.8,EUR
CAG671800,PRE004,27/11/2014,13/03/2015,14/03/2015,27/11/2014,21/07/2016 09:26,Cancelled,E02842397,1,123.36,114.06,EUR
CAL822900,FTK001,26/11/2014,11/09/2015,14/09/2015,27/11/2014,21/07/2016 09:26,Cancelled,E02835008,3,251.84,230.62,EUR
CAF489100,FTK001,27/11/2014,25/03/2015,29/03/2015,27/11/2014,21/07/2016 09:26,Cancelled,E02843775,4,208.28,192.6,EUR
CAH696700,OOT010,20/04/2014,28/03/2015,31/03/2015,27/11/2014,21/07/2016 09:26,Cancelled,E02012668,3,156.47,138,EUR
CAL822900,FTK001,26/11/2014,11/09/2015,14/09/2015,27/11/2014,21/07/2016 09:26,Cancelled,E02837711,9,755.52,691.86,EUR
CAF489100,URS001,26/11/2014,03/01/2015,06/01/2015,27/11/2014,21/07/2016 09:26,Cancelled,E02838973,6,309.5,286.2,EUR
CAM967500,PRE004,28/11/2014,26/02/2015,28/02/2015,28/11/2014,21/07/2016 09:26,Cancelled,E02848578,2,100.46,92,EUR
CAK184800,GEK001,25/11/2014,29/01/2015,30/01/2015,28/11/2014,21/07/2016 09:26,Cancelled,E02832827,3,321.21,297,EUR
CAH785100,PRE004,27/11/2014,21/02/2015,24/02/2015,28/11/2014,21/07/2016 09:26,Cancelled,E02842215,3,157.26,144,EUR
CAK535300,PRE004,23/04/2014,01/03/2015,05/03/2015,28/11/2014,21/07/2016 09:26,Cancelled,E02022906,4,1085.72,940,EUR
CAK535300,PRE004,23/04/2014,28/02/2015,06/03/2015,28/11/2014,21/07/2016 09:26,Cancelled,E02024715,6,1618.71,1410,EUR
CAM967500,PRE004,28/11/2014,26/02/2015,28/02/2015,28/11/2014,21/07/2016 09:26,Cancelled,E02848852,2,100.46,92,EUR
CAK535300,PRE004,23/04/2014,01/03/2015,05/03/2015,28/11/2014,21/07/2016 09:26,Cancelled,E02024312,4,1085.72,940,EUR
CAF488800,PRE004,22/11/2014,04/01/2015,08/01/2015,01/12/2014,21/07/2016 09:26,Cancelled,E02822002,4,272.51,252,EUR
CAF489100,PRE004,26/11/2014,03/01/2015,05/01/2015,01/12/2014,21/07/2016 09:26,Cancelled,E02839183,2,104.14,96.3,EUR
CAF489100,FTK001,23/10/2014,02/01/2015,09/01/2015,01/12/2014,21/07/2016 09:26,Cancelled,E02701667,7,261.71,242,EUR
CAF393200,PRE004,27/11/2014,25/03/2015,29/03/2015,02/12/2014,21/07/2016 09:26,Cancelled,E02842217,4,324.44,300,EUR
CAF983400,LCG002,02/12/2014,15/02/2015,18/02/2015,02/12/2014,21/07/2016 09:26,Cancelled,E02858194,9,685.22,633.6,EUR
CAQ246100,PRE004,01/12/2014,25/02/2015,02/03/2015,02/12/2014,21/07/2016 09:26,Cancelled,E02857633,5,368.9,341.1,EUR
CAF489100,SPT002,03/12/2014,22/03/2015,25/03/2015,03/12/2014,21/07/2016 09:26,Cancelled,E02866495,3,154.8,140.4,EUR
CAH696700,DIF001,03/12/2014,09/01/2015,12/01/2015,03/12/2014,21/07/2016 09:26,Cancelled,E02866419,3,158.76,144,EUR
CAF392800,GTP001,18/09/2014,23/07/2015,27/07/2015,03/12/2014,21/07/2016 09:26,Cancelled,E02555735,4,1366.4,1288,EUR
CAM967500,PRE004,03/12/2014,21/03/2015,23/03/2015,04/12/2014,21/07/2016 09:26,Cancelled,E02864844,6,301.38,276,EUR
CAM971000,PRE004,13/11/2014,07/01/2015,09/01/2015,04/12/2014,21/07/2016 09:26,Cancelled,E02783148,2,88.2,80,EUR
CAF489100,UTS001,04/12/2014,12/03/2015,14/03/2015,04/12/2014,21/07/2016 09:26,Cancelled,E02869439,2,68.13,63,EUR
CAG929300,DWO001,28/10/2014,08/01/2015,18/01/2015,04/12/2014,21/07/2016 09:26,Cancelled,E02719942,10,530.72,486,EUR
CAF392700,GDE001,26/11/2014,23/01/2015,26/01/2015,04/12/2014,21/07/2016 09:26,Cancelled,E02838975,3,381.78,366.96,EUR
CAF488400,HUL001,02/12/2014,05/06/2015,10/06/2015,04/12/2014,21/07/2016 09:26,Cancelled,E02864511,5,851.75,780,EUR
CAM971000,PTI005,10/11/2014,04/03/2015,08/03/2015,04/12/2014,21/07/2016 09:26,Cancelled,E02764984,4,580.22,514.84,EUR
CAM967500,PRE004,02/12/2014,21/02/2015,23/02/2015,04/12/2014,21/07/2016 09:26,Cancelled,E02862131,6,301.38,276,EUR
CAF489100,EKC001,08/11/2014,14/01/2015,22/01/2015,05/12/2014,21/07/2016 09:26,Cancelled,E02762456,8,410.73,379.8,EUR
CAL038300,JUR001,05/12/2014,01/03/2015,05/03/2015,05/12/2014,21/07/2016 09:26,Cancelled,E02877772,4,261.4,228.4,EUR
CAF393700,TBQ001,19/11/2014,08/01/2015,11/01/2015,05/12/2014,21/07/2016 09:26,Cancelled,E02808595,3,278.36,257.4,EUR
CAM967500,PRE004,02/12/2014,27/02/2015,01/03/2015,06/12/2014,21/07/2016 09:26,Cancelled,E02860782,2,100.46,92,EUR
CAQ246100,INN001,18/11/2014,22/02/2015,23/02/2015,07/12/2014,21/07/2016 09:26,Cancelled,E02801471,1,73,67.5,EUR
CAI954700,GET001,06/12/2014,03/01/2015,07/01/2015,08/12/2014,21/07/2016 09:26,Cancelled,E02878678,4,645.04,620,EUR
CAF489000,RPH001,03/11/2014,01/01/2015,08/01/2015,08/12/2014,21/07/2016 09:26,Cancelled,E02740305,7,643.51,595,EUR
CAF489100,PRE004,08/12/2014,13/02/2015,16/02/2015,08/12/2014,21/07/2016 09:26,Cancelled,E02884649,3,156.14,145.8,EUR
CAQ246100,UTS001,14/11/2014,10/01/2015,17/01/2015,08/12/2014,21/07/2016 09:26,Cancelled,E02788006,7,397.11,367.2,EUR
CAO111500,NAC002,05/12/2014,12/02/2015,16/02/2015,08/12/2014,21/07/2016 09:26,Cancelled,E02879089,4,803.88,660,EUR
CAF488800,RUO001,08/12/2014,01/01/2015,04/01/2015,08/12/2014,21/07/2016 09:26,Cancelled,E02881757,3,210.32,192.6,EUR
CAK439000,NVG001,08/12/2014,16/01/2015,23/01/2015,08/12/2014,21/07/2016 09:26,Cancelled,E02883550,7,370.13,345.6,EUR
CAF489100,BBH001,08/12/2014,11/07/2015,14/07/2015,08/12/2014,21/07/2016 09:26,Cancelled,E02883806,3,278.96,246,EUR
CAK439000,NVG001,08/12/2014,16/01/2015,23/01/2015,08/12/2014,21/07/2016 09:26,Cancelled,E02885686,7,370.13,345.6,EUR
CAF489100,HOC002,05/12/2014,09/02/2015,13/02/2015,08/12/2014,21/07/2016 09:26,Cancelled,E02877794,4,202.44,187.2,EUR
CAF489100,AIG001,08/12/2014,28/01/2015,03/02/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02887153,6,200.48,187.2,EUR
CAF393400,SMV001,03/11/2014,22/05/2015,25/05/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02738944,6,1166.42,1048,EUR
CAL038300,LCG001,03/12/2014,29/09/2015,30/09/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02864979,1,42.29,38,EUR
CAG671800,GTP001,07/12/2014,02/01/2015,06/01/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02881961,4,488.64,456.24,EUR
CAM971000,PRE004,17/11/2014,22/02/2015,24/02/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02792364,2,88.2,80,EUR
CAL404900,PRE004,23/09/2014,20/02/2015,23/02/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02580702,3,174.99,165,EUR
CAV519500,UGI002,25/11/2014,26/02/2015,01/03/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02833981,3,414.57,378,EUR
CAF393400,SMV001,03/11/2014,16/05/2015,17/05/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02738368,2,400.68,360,EUR
CAI954700,OOT005,19/11/2014,09/01/2015,15/01/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02805861,6,905.1,870,EUR
CAF489200,INN001,03/12/2014,08/01/2015,09/01/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02868465,2,124.58,115.2,EUR
CAF393400,PRE004,27/10/2014,13/01/2015,16/01/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02714622,3,243.33,225,EUR
CAF393400,SMV001,03/11/2014,16/05/2015,17/05/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02738194,1,200.34,180,EUR
CAF488800,PTI005,08/12/2014,01/01/2015,04/01/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02881612,3,206.27,192.6,EUR
CAF489100,TDP001,30/11/2014,12/01/2015,16/01/2015,09/12/2014,21/07/2016 09:26,Cancelled,E02853971,4,132.36,122.4,EUR
CAH785100,PRE004,07/12/2014,04/10/2015,11/10/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02879428,7,560.95,504,EUR
CAF489100,HOC002,09/12/2014,09/03/2015,13/03/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02885731,4,200.48,187.2,EUR
CAM967500,PRE004,28/11/2014,26/03/2015,29/03/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02848841,3,150.69,138,EUR
CAF489100,HOC002,09/12/2014,09/03/2015,13/03/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02887912,4,131.08,122.4,EUR
CAF560400,PTI005,10/12/2014,13/03/2015,16/03/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02893845,3,221.69,207,EUR
CAF489100,PRE004,08/12/2014,08/02/2015,11/02/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02882786,3,150.36,140.4,EUR
CAH696700,QVU001,08/12/2014,05/02/2015,08/02/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02883944,3,154.23,144,EUR
CAF489100,PRE004,09/12/2014,14/01/2015,16/01/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02887841,2,65.54,61.2,EUR
CAF394300,GTP001,29/10/2014,22/02/2015,24/02/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02721676,2,469.2,451,EUR
CAH696700,QVU001,01/12/2014,02/01/2015,03/01/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02856162,1,49.75,46,EUR
CAH785100,HSU001,09/12/2014,22/03/2015,26/03/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02892044,4,205.64,192,EUR
CAF489100,HOC002,09/12/2014,16/02/2015,27/02/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02890156,11,364.33,340.2,EUR
CAO553800,SLX001,09/12/2014,02/01/2015,06/01/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02885196,16,3530.24,3393.28,EUR
CAH785100,PRE004,07/12/2014,04/10/2015,08/10/2015,10/12/2014,21/07/2016 09:26,Cancelled,E02879367,4,311.64,280,EUR
CAM971000,PRE004,07/11/2014,29/01/2015,01/02/2015,11/12/2014,21/07/2016 09:26,Cancelled,E02758518,3,132.3,120,EUR
CAM971000,PRE004,17/11/2014,02/01/2015,06/01/2015,11/12/2014,21/07/2016 09:26,Cancelled,E02796221,4,176.4,160,EUR
CAF489100,UTS001,11/12/2014,19/03/2015,20/03/2015,11/12/2014,21/07/2016 09:26,Cancelled,E02896242,1,32.77,30.6,EUR
CAH785100,HSU001,10/12/2014,22/03/2015,26/03/2015,11/12/2014,21/07/2016 09:26,Cancelled,E02892178,4,205.64,192,EUR
CAF489100,RUO001,30/11/2014,26/01/2015,27/01/2015,11/12/2014,21/07/2016 09:26,Cancelled,E02851584,1,52.09,46.8,EUR
CAF881500,INT001,12/12/2014,30/01/2015,01/02/2015,12/12/2014,21/07/2016 09:26,Cancelled,E02904997,2,200.48,192.7,EUR
CAF489000,SPT002,11/12/2014,03/01/2015,06/01/2015,12/12/2014,21/07/2016 09:26,Cancelled,E02900485,3,311.22,285,EUR
CAF489100,PRE004,24/11/2014,28/01/2015,03/02/2015,12/12/2014,21/07/2016 09:26,Cancelled,E02822729,6,202.44,187.2,EUR
CAF489000,INT001,04/12/2014,14/05/2015,17/05/2015,12/12/2014,21/07/2016 09:26,Cancelled,E02870967,3,514.32,471,EUR
CAH696700,INT001,09/12/2014,02/01/2015,06/01/2015,12/12/2014,21/07/2016 09:26,Cancelled,E02891243,4,205.64,192,EUR
CAF488800,JUA001,09/12/2014,28/03/2015,31/03/2015,12/12/2014,21/07/2016 09:26,Cancelled,E02889168,3,204.34,190.8,EUR
CAF392700,PRE004,12/12/2014,13/01/2015,15/01/2015,12/12/2014,21/07/2016 09:26,Cancelled,E02904229,2,232.54,223.52,EUR
CAM967500,EVL001,08/12/2014,17/04/2015,27/04/2015,12/12/2014,21/07/2016 09:26,Cancelled,E02883606,10,791.28,710.94,EUR
CAF395100,URS001,13/12/2014,20/02/2015,24/02/2015,13/12/2014,21/07/2016 09:26,Cancelled,E02907350,4,308.44,288,EUR
CAF489100,PRE004,26/11/2014,18/06/2015,20/06/2015,14/12/2014,21/07/2016 09:26,Cancelled,E02836047,2,227.12,206,EUR
CAH785100,PRE004,10/12/2014,04/10/2015,08/10/2015,14/12/2014,21/07/2016 09:26,Cancelled,E02892694,4,311.64,280,EUR
CAH785100,PRE004,10/12/2014,04/10/2015,08/10/2015,14/12/2014,21/07/2016 09:26,Cancelled,E02892730,4,311.64,280,EUR
CAK196400,URS001,09/12/2014,04/10/2015,06/10/2015,14/12/2014,21/07/2016 09:26,Cancelled,E02891681,2,196.56,180,EUR
CAK196400,OOL002,20/11/2014,06/02/2015,09/02/2015,15/12/2014,21/07/2016 09:26,Cancelled,E02814630,3,162.24,150,EUR
CAF489100,PRE004,07/12/2014,14/08/2015,16/08/2015,15/12/2014,21/07/2016 09:26,Cancelled,E02878923,4,396.92,360,EUR
CAF488500,HBD001,10/12/2014,17/01/2015,18/01/2015,15/12/2014,21/07/2016 09:26,Cancelled,E02887502,1,201.95,185,EUR
CAM971000,PRE004,13/10/2014,14/01/2015,17/01/2015,15/12/2014,21/07/2016 09:26,Cancelled,E02659189,3,129.78,120,EUR
CAQ246100,PRE004,14/12/2014,09/02/2015,12/02/2015,15/12/2014,21/07/2016 09:26,Cancelled,E02907598,3,219,202.5,EUR
CAH696700,PIV001,10/12/2014,15/01/2015,17/01/2015,15/12/2014,21/07/2016 09:26,Cancelled,E02888183,10,519.82,476,EUR
CAI954700,BOO001,12/12/2014,11/01/2015,14/01/2015,15/12/2014,21/07/2016 09:26,Cancelled,E02904366,3,483.78,465,EUR
CAK965700,DIF001,03/12/2014,09/01/2015,12/01/2015,15/12/2014,21/07/2016 09:26,Cancelled,E02867003,3,158.76,144,EUR
CAI213900,OOT005,15/11/2014,01/01/2015,05/01/2015,15/12/2014,21/07/2016 09:26,Cancelled,E02788618,4,218.18,199.8,EUR
CAI954700,BOR002,26/11/2014,10/01/2015,15/01/2015,15/12/2014,21/07/2016 09:26,Cancelled,E02837559,5,814.25,775,EUR
CAF489000,MBR001,15/12/2014,16/04/2015,19/04/2015,15/12/2014,21/07/2016 09:26,Cancelled,E02910841,3,431.91,395.52,EUR
CAF489100,LLD002,14/12/2014,06/02/2015,08/02/2015,16/12/2014,21/07/2016 09:26,Cancelled,E02909062,2,72.12,64.8,EUR
CAF489100,PTI005,15/12/2014,09/03/2015,14/03/2015,16/12/2014,21/07/2016 09:26,Cancelled,E02914091,5,255.97,236.7,EUR
CAF489100,FTK001,16/12/2014,09/02/2015,16/02/2015,16/12/2014,21/07/2016 09:26,Cancelled,E02917455,7,242.42,217.8,EUR
CAF489100,RUO001,11/12/2014,30/04/2015,03/05/2015,16/12/2014,21/07/2016 09:26,Cancelled,E02900296,3,353.8,312,EUR
CAF395100,HSU001,16/12/2014,26/04/2015,27/04/2015,16/12/2014,21/07/2016 09:26,Cancelled,E02917572,1,156.16,143,EUR
CAF394600,PRE004,26/11/2014,12/05/2015,13/05/2015,16/12/2014,21/07/2016 09:26,Cancelled,E02836048,1,126.79,115,EUR
CAF489100,RUO001,11/12/2014,30/04/2015,03/05/2015,16/12/2014,21/07/2016 09:26,Cancelled,E02901371,3,254.01,224,EUR
CAF489100,FTK001,16/12/2014,15/02/2015,27/02/2015,16/12/2014,21/07/2016 09:26,Cancelled,E02913504,12,412.72,370.8,EUR
CAF488500,SLX001,04/12/2014,12/01/2015,15/01/2015,17/12/2014,21/07/2016 09:26,Cancelled,E02870209,3,577.41,555,EUR
CAI954700,PRE004,10/12/2014,13/02/2015,21/02/2015,17/12/2014,21/07/2016 09:26,Cancelled,E02892672,8,1290.08,1240,EUR
CAF489100,RUO001,15/12/2014,22/01/2015,25/01/2015,17/12/2014,21/07/2016 09:26,Cancelled,E02914421,3,162.27,145.8,EUR
CAF488800,PRE004,11/05/2014,23/02/2015,28/02/2015,17/12/2014,21/07/2016 09:26,Cancelled,E02081076,5,384.38,352,EUR
CAQ321400,PRE004,17/12/2014,18/03/2015,20/03/2015,17/12/2014,21/07/2016 09:26,Cancelled,E02920370,2,245.48,235.96,EUR
CAI954700,PRE004,17/12/2014,19/02/2015,24/02/2015,17/12/2014,21/07/2016 09:26,Cancelled,E02920475,5,806.3,775,EUR
CAF983600,PNE002,08/11/2014,02/01/2015,06/01/2015,18/12/2014,21/07/2016 09:26,Cancelled,E02759576,4,304.56,281.6,EUR
CAL038300,SLX001,18/12/2014,02/01/2015,12/01/2015,18/12/2014,21/07/2016 09:26,Cancelled,E02925734,10,305.8,280,EUR
CAF489000,RUO001,17/12/2014,02/01/2015,04/01/2015,18/12/2014,21/07/2016 09:26,Cancelled,E02919119,2,209.48,190,EUR
CAF489100,UTS001,16/12/2014,26/01/2015,09/02/2015,18/12/2014,21/07/2016 09:26,Cancelled,E02915504,14,471.06,435.6,EUR
CAK965700,TJS001,19/10/2014,24/04/2015,28/04/2015,18/12/2014,21/07/2016 09:26,Cancelled,E02686453,12,1583.76,1371.24,EUR
CAF489100,PMM002,17/12/2014,04/02/2015,05/02/2015,18/12/2014,21/07/2016 09:26,Cancelled,E02917876,1,53.07,46.8,EUR
CAF489100,PMM002,17/12/2014,23/01/2015,25/01/2015,18/12/2014,21/07/2016 09:26,Cancelled,E02917432,2,112.26,99,EUR
CAF392800,PNE002,26/08/2014,09/01/2015,15/01/2015,19/12/2014,21/07/2016 09:26,Cancelled,E02461855,6,1685.4,1620,EUR
CAV519500,INN001,09/12/2014,04/01/2015,06/01/2015,19/12/2014,21/07/2016 09:26,Cancelled,E02887475,2,262.18,252,EUR
CAK196400,BFN001,26/07/2014,10/01/2015,12/01/2015,19/12/2014,21/07/2016 09:26,Cancelled,E02342053,6,333.9,300,EUR
CAF488500,LOE001,09/12/2014,03/01/2015,07/01/2015,19/12/2014,21/07/2016 09:26,Cancelled,E02891263,4,891.01,845,EUR
CAF489000,RUM001,19/12/2014,26/02/2015,28/02/2015,20/12/2014,21/07/2016 09:26,Cancelled,E02932383,2,205.48,190,EUR
CAF393200,GTP001,24/11/2014,31/05/2015,02/06/2015,20/12/2014,21/07/2016 09:26,Cancelled,E02830519,2,262.08,240,EUR
CAF394600,OOT005,19/12/2014,21/03/2015,23/03/2015,20/12/2014,21/07/2016 09:26,Cancelled,E02931584,6,665.13,615,EUR
CAF393200,GTP001,24/11/2014,31/05/2015,02/06/2015,20/12/2014,21/07/2016 09:26,Cancelled,E02830307,2,262.08,240,EUR
CAF489100,PRE004,09/12/2014,11/01/2015,17/01/2015,21/12/2014,21/07/2016 09:26,Cancelled,E02889247,6,303.61,283.5,EUR
CAN553300,PRE004,22/12/2014,12/02/2015,15/02/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02937719,3,222.9,206.1,EUR
CAF488200,URS001,02/12/2014,15/01/2015,17/01/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02862628,2,197.68,190,EUR
CAF489100,PRE004,09/12/2014,23/03/2015,26/03/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02889919,6,196.62,183.6,EUR
CAN553300,PRE004,22/12/2014,15/02/2015,18/02/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02936379,3,219,202.5,EUR
CAF488800,PRE004,09/12/2014,25/03/2015,26/03/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02889711,2,107.96,100.8,EUR
CAH785100,PRE004,27/11/2014,26/02/2015,28/02/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02841858,4,209.68,192,EUR
CAH785100,MER005,05/12/2014,16/05/2015,19/05/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02878977,3,254.97,224,EUR
CAF489100,OTO001,08/12/2014,18/01/2015,22/01/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02885837,8,269.92,244.8,EUR
CAK184800,UTS001,22/12/2014,06/01/2015,13/01/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02942051,7,778.61,693,EUR
CAF489100,PRE004,09/12/2014,15/03/2015,16/03/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02889742,2,65.54,61.2,EUR
CAF394400,DWO001,16/12/2014,08/01/2015,11/01/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02917780,3,259.56,240,EUR
CAL038300,HSU001,22/12/2014,14/03/2015,16/03/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02933911,2,93.92,86,EUR
CAF488800,PRE004,09/12/2014,23/03/2015,25/03/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02889917,4,215.92,201.6,EUR
CAF394400,DWO001,16/12/2014,08/01/2015,11/01/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02919521,3,259.56,240,EUR
CAM967500,URS002,02/12/2014,03/01/2015,04/01/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02864697,2,100.46,92,EUR
CAM967500,BOR002,22/12/2014,20/02/2015,21/02/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02935732,1,51.2,46,EUR
CAQ246100,PMM002,22/12/2014,12/05/2015,16/05/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02941181,4,573.82,506,EUR
CAF394700,OOT012,07/12/2014,12/01/2015,24/01/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02875199,60,3731.71,3483.9,EUR
CAF488800,PRE004,28/05/2014,03/01/2015,06/01/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02145764,3,185.64,170,EUR
CAF394400,DWO001,16/12/2014,08/01/2015,11/01/2015,22/12/2014,21/07/2016 09:26,Cancelled,E02917779,3,259.56,240,EUR
CAQ246100,PRE004,16/12/2014,19/01/2015,22/01/2015,23/12/2014,21/07/2016 09:26,Cancelled,E02915567,3,219,202.5,EUR
CAQ246100,PMM002,22/12/2014,12/05/2015,17/05/2015,23/12/2014,21/07/2016 09:26,Cancelled,E02941301,5,725.78,640,EUR
CAM971000,PRE004,28/10/2014,28/01/2015,31/01/2015,24/12/2014,21/07/2016 09:26,Cancelled,E02717655,3,132.3,120,EUR
CAL017100,GIA001,24/11/2014,02/01/2015,04/01/2015,24/12/2014,21/07/2016 09:26,Cancelled,E02825493,2,388.74,370,EUR
CAF489100,PMM002,14/12/2014,03/02/2015,07/02/2015,24/12/2014,21/07/2016 09:26,Cancelled,E02904804,8,430.68,379.8,EUR
CAK196400,HIE009,24/12/2014,09/01/2015,11/01/2015,24/12/2014,21/07/2016 09:26,Cancelled,E02947328,2,114.46,100,EUR
CAF395200,SLX001,23/12/2014,02/01/2015,06/01/2015,24/12/2014,21/07/2016 09:26,Cancelled,E02943854,4,276.84,246.4,EUR
CAM971000,PRE004,14/10/2014,29/01/2015,30/01/2015,24/12/2014,21/07/2016 09:26,Cancelled,E02663200,1,43.26,40,EUR
CAM971000,PRE004,14/10/2014,31/01/2015,03/02/2015,24/12/2014,21/07/2016 09:26,Cancelled,E02663876,3,129.78,120,EUR
CAL038300,JUR001,04/12/2014,01/01/2015,10/01/2015,24/12/2014,21/07/2016 09:26,Cancelled,E02871475,9,280.44,252,EUR
CAF489100,PRE004,17/12/2014,31/05/2015,04/06/2015,25/12/2014,21/07/2016 09:26,Cancelled,E02920460,8,882,800,EUR
CAL038300,ADS001,25/12/2014,22/01/2015,23/01/2015,25/12/2014,21/07/2016 09:26,Cancelled,E02946271,1,43.9,37,EUR
CAM967500,PRE004,17/11/2014,19/03/2015,26/03/2015,25/12/2014,21/07/2016 09:26,Cancelled,E02795587,7,351.61,322,EUR
CAF489100,MEE001,18/12/2014,30/01/2015,02/02/2015,25/12/2014,21/07/2016 09:26,Cancelled,E02926424,3,110.95,102.6,EUR
CAM967500,PRE004,17/11/2014,19/03/2015,26/03/2015,25/12/2014,21/07/2016 09:26,Cancelled,E02797648,14,703.22,644,EUR
CAM967500,PRE004,17/11/2014,19/03/2015,26/03/2015,25/12/2014,21/07/2016 09:26,Cancelled,E02796242,14,703.22,644,EUR
CAF394600,UTS001,25/12/2014,16/01/2015,23/01/2015,25/12/2014,21/07/2016 09:26,Cancelled,E02949852,7,562.86,501,EUR
CAL038300,BOR002,26/12/2014,12/03/2015,13/03/2015,26/12/2014,21/07/2016 09:26,Cancelled,E02953107,1,49.67,43,EUR
CAK184800,UTS001,22/12/2014,06/01/2015,13/01/2015,26/12/2014,21/07/2016 09:26,Cancelled,E02942052,7,778.61,693,EUR
CAL038300,BOR002,26/12/2014,19/03/2015,20/03/2015,26/12/2014,21/07/2016 09:26,Cancelled,E02953935,1,49.67,43,EUR
CAN545300,CSN004,02/10/2014,07/01/2015,10/01/2015,26/12/2014,21/07/2016 09:26,Cancelled,C00218682,3,163.92,152.3,EUR
CAF489100,PRE004,12/12/2014,27/01/2015,01/02/2015,26/12/2014,21/07/2016 09:26,Cancelled,E02903580,5,167.71,156.6,EUR
CAL993900,PRE004,26/12/2014,13/08/2015,17/08/2015,26/12/2014,21/07/2016 09:26,Cancelled,E02952500,4,644.14,568,EUR
CAG929300,PRE004,03/12/2014,10/03/2015,12/03/2015,27/12/2014,21/07/2016 09:26,Cancelled,E02865501,2,112.04,102.6,EUR
CAL974100,DAB001,27/12/2014,09/01/2015,12/01/2015,27/12/2014,21/07/2016 09:26,Cancelled,E02956306,3,483.9,422.8,EUR
CAF489100,PRE004,24/12/2014,17/02/2015,23/02/2015,27/12/2014,21/07/2016 09:26,Cancelled,E02942670,6,210.32,187.2,EUR
CAU788200,PRE004,17/11/2014,01/01/2015,04/01/2015,28/12/2014,21/07/2016 09:26,Cancelled,E02796227,3,222.9,206.1,EUR
CAF392800,GTP001,21/11/2014,28/01/2015,29/01/2015,28/12/2014,21/07/2016 09:26,Cancelled,E02817642,1,280.9,270,EUR
CAL993900,PRE004,24/12/2014,29/04/2015,04/05/2015,28/12/2014,21/07/2016 09:26,Cancelled,E02943934,5,578.35,510,EUR
CAM967500,MHV001,31/10/2014,27/03/2015,29/03/2015,29/12/2014,21/07/2016 09:26,Cancelled,E02733619,2,102.4,92,EUR
CAM971000,PRE004,31/10/2014,07/02/2015,10/02/2015,29/12/2014,21/07/2016 09:26,Cancelled,E02731434,6,264.6,240,EUR
